label,total_appearances,dominant_class,dominant_pct,buildings,buildings_pct,forest,forest_pct,glacier,glacier_pct,mountain,mountain_pct,sea,sea_pct,street,street_pct
hand-held computer,2,buildings,100.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
remote control,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
radio,5,buildings,100.0,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
tape player,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
notebook,3,buildings,100.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dishwasher,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
oil filter,2,buildings,100.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
desktop computer,3,buildings,100.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
scale,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
carpenter's kit,4,buildings,100.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
digital watch,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
medicine chest,4,buildings,100.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
hamper,6,buildings,100.0,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
can opener,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
loudspeaker,2,buildings,100.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
projector,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
switch,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ocarina,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
perfume,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
space bar,1,buildings,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
space heater,13,buildings,92.31,12,92.31,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69
electric fan,9,buildings,88.89,8,88.89,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11
bookcase,13,buildings,84.62,11,84.62,0,0.0,0,0.0,0,0.0,0,0.0,2,15.38
library,212,buildings,81.6,173,81.6,0,0.0,0,0.0,0,0.0,2,0.94,37,17.45
dome,144,buildings,81.25,117,81.25,1,0.69,0,0.0,0,0.0,5,3.47,21,14.58
analog clock,13,buildings,76.92,10,76.92,0,0.0,0,0.0,0,0.0,1,7.69,2,15.38
tile roof,60,buildings,76.67,46,76.67,4,6.67,2,3.33,2,3.33,0,0.0,6,10.0
wall clock,4,buildings,75.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0
crate,28,buildings,75.0,21,75.0,0,0.0,1,3.57,1,3.57,0,0.0,5,17.86
binder,4,buildings,75.0,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0
palace,734,buildings,74.93,550,74.93,1,0.14,0,0.0,5,0.68,11,1.5,167,22.75
pedestal,71,buildings,71.83,51,71.83,1,1.41,1,1.41,3,4.23,1,1.41,14,19.72
shopping basket,14,buildings,71.43,10,71.43,0,0.0,0,0.0,1,7.14,1,7.14,2,14.29
bell cote,630,buildings,71.27,449,71.27,6,0.95,0,0.0,4,0.63,5,0.79,166,26.35
church,351,buildings,70.66,248,70.66,23,6.55,1,0.28,16,4.56,3,0.85,60,17.09
cinema,294,buildings,70.41,207,70.41,1,0.34,0,0.0,0,0.0,3,1.02,83,28.23
monastery,573,buildings,68.06,390,68.06,10,1.75,8,1.4,26,4.54,5,0.87,134,23.39
mosque,202,buildings,66.83,135,66.83,0,0.0,0,0.0,1,0.5,5,2.48,61,30.2
entertainment center,6,buildings,66.67,4,66.67,0,0.0,1,16.67,0,0.0,1,16.67,0,0.0
cassette,6,buildings,66.67,4,66.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67
abacus,3,buildings,66.67,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33
safety pin,3,buildings,66.67,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0
radiator,17,buildings,64.71,11,64.71,4,23.53,2,11.76,0,0.0,0,0.0,0,0.0
planetarium,206,buildings,64.56,133,64.56,9,4.37,2,0.97,5,2.43,9,4.37,48,23.3
scoreboard,124,buildings,62.9,78,62.9,1,0.81,0,0.0,2,1.61,0,0.0,43,34.68
mobile home,333,buildings,61.86,206,61.86,32,9.61,0,0.0,7,2.1,11,3.3,77,23.12
flagpole,233,buildings,60.52,141,60.52,17,7.3,4,1.72,8,3.43,4,1.72,59,25.32
solar dish,325,buildings,60.0,195,60.0,30,9.23,16,4.92,25,7.69,11,3.38,48,14.77
picket fence,127,buildings,58.27,74,58.27,35,27.56,2,1.57,1,0.79,4,3.15,11,8.66
castle,331,buildings,57.1,189,57.1,23,6.95,5,1.51,37,11.18,23,6.95,54,16.31
water tower,71,buildings,56.34,40,56.34,13,18.31,0,0.0,2,2.82,0,0.0,16,22.54
window screen,64,buildings,54.69,35,54.69,9,14.06,5,7.81,2,3.12,1,1.56,12,18.75
airship,147,buildings,54.42,80,54.42,2,1.36,16,10.88,5,3.4,7,4.76,37,25.17
vending machine,13,buildings,53.85,7,53.85,2,15.38,0,0.0,0,0.0,0,0.0,4,30.77
patio,217,buildings,53.0,115,53.0,30,13.82,0,0.0,5,2.3,9,4.15,58,26.73
obelisk,229,buildings,51.97,119,51.97,14,6.11,0,0.0,2,0.87,3,1.31,91,39.74
triumphal arch,195,buildings,51.28,100,51.28,0,0.0,0,0.0,7,3.59,0,0.0,88,45.13
vestment,6,buildings,50.0,3,50.0,2,33.33,0,0.0,0,0.0,0,0.0,1,16.67
screwdriver,6,buildings,50.0,3,50.0,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0
screw,6,buildings,50.0,3,50.0,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0
crib,2,buildings,50.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
microphone,6,buildings,50.0,3,50.0,0,0.0,2,33.33,1,16.67,0,0.0,0,0.0
oscilloscope,2,buildings,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0
carton,2,buildings,50.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
water bottle,2,buildings,50.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
vacuum,2,buildings,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0
crane,173,buildings,49.13,85,49.13,4,2.31,10,5.78,1,0.58,24,13.87,49,28.32
thatch,137,buildings,47.45,65,47.45,32,23.36,3,2.19,21,15.33,4,2.92,12,8.76
four-poster,13,buildings,46.15,6,46.15,1,7.69,2,15.38,2,15.38,0,0.0,2,15.38
boathouse,479,buildings,45.09,216,45.09,71,14.82,25,5.22,19,3.97,108,22.55,40,8.35
steel arch bridge,210,buildings,42.38,89,42.38,28,13.33,4,1.9,5,2.38,20,9.52,64,30.48
barn,165,buildings,41.82,69,41.82,47,28.48,0,0.0,32,19.39,4,2.42,13,7.88
window shade,70,buildings,41.43,29,41.43,20,28.57,5,7.14,0,0.0,0,0.0,16,22.86
gondola,117,buildings,41.03,48,41.03,0,0.0,0,0.0,2,1.71,34,29.06,33,28.21
monitor,44,buildings,40.91,18,40.91,2,4.55,6,13.64,3,6.82,4,9.09,11,25.0
pier,357,buildings,40.9,146,40.9,6,1.68,7,1.96,4,1.12,92,25.77,102,28.57
lampshade,5,buildings,40.0,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,1,20.0
golf ball,8,buildings,37.5,3,37.5,3,37.5,1,12.5,0,0.0,0,0.0,1,12.5
recreational vehicle,58,buildings,36.21,21,36.21,9,15.52,3,5.17,7,12.07,5,8.62,13,22.41
radio telescope,71,buildings,35.21,25,35.21,10,14.08,7,9.86,10,14.08,5,7.04,14,19.72
rain barrel,20,buildings,35.0,7,35.0,4,20.0,1,5.0,0,0.0,1,5.0,7,35.0
balloon,44,buildings,29.55,13,29.55,2,4.55,4,9.09,12,27.27,5,11.36,8,18.18
bittern,34,forest,100.0,0,0.0,34,100.0,0,0.0,0,0.0,0,0.0,0,0.0
corn,12,forest,100.0,0,0.0,12,100.0,0,0.0,0,0.0,0,0.0,0,0.0
howler monkey,24,forest,100.0,0,0.0,24,100.0,0,0.0,0,0.0,0,0.0,0,0.0
table lamp,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
green lizard,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
tree frog,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
dhole,7,forest,100.0,0,0.0,7,100.0,0,0.0,0,0.0,0,0.0,0,0.0
sock,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
great grey owl,11,forest,100.0,0,0.0,11,100.0,0,0.0,0,0.0,0,0.0,0,0.0
jackfruit,9,forest,100.0,0,0.0,9,100.0,0,0.0,0,0.0,0,0.0,0,0.0
squirrel monkey,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
daisy,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
capuchin,19,forest,100.0,0,0.0,19,100.0,0,0.0,0,0.0,0,0.0,0,0.0
toucan,6,forest,100.0,0,0.0,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0
indri,24,forest,100.0,0,0.0,24,100.0,0,0.0,0,0.0,0,0.0,0,0.0
chain mail,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
jay,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
chickadee,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
grasshopper,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
American chameleon,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
pineapple,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
white stork,6,forest,100.0,0,0.0,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0
hammer,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
kit fox,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
armadillo,11,forest,100.0,0,0.0,11,100.0,0,0.0,0,0.0,0,0.0,0,0.0
green snake,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
vine snake,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
impala,21,forest,100.0,0,0.0,21,100.0,0,0.0,0,0.0,0,0.0,0,0.0
broccoli,9,forest,100.0,0,0.0,9,100.0,0,0.0,0,0.0,0,0.0,0,0.0
bell pepper,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
koala,8,forest,100.0,0,0.0,8,100.0,0,0.0,0,0.0,0,0.0,0,0.0
leopard,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
groenendael,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
flatworm,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
three-toed sloth,14,forest,100.0,0,0.0,14,100.0,0,0.0,0,0.0,0,0.0,0,0.0
proboscis monkey,5,forest,100.0,0,0.0,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0
eft,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
bolete,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
African chameleon,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
mantis,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
red wolf,6,forest,100.0,0,0.0,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0
red fox,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
lesser panda,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
pomegranate,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Madagascar cat,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
gibbon,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
sulphur butterfly,5,forest,100.0,0,0.0,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Irish setter,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
bee eater,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
leafhopper,4,forest,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
hummingbird,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Granny Smith,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
lipstick,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
long-horned beetle,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
damselfly,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
boa constrictor,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Siamese cat,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
banana,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
cabbage butterfly,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
malinois,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
sea slug,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
common newt,5,forest,100.0,0,0.0,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0
dung beetle,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
tailed frog,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
fig,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
strawberry,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
ringlet,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
admiral,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
bee,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
house finch,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
jaguar,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Irish water spaniel,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
centipede,3,forest,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0
hourglass,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
cricket,2,forest,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
French horn,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
fountain pen,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
wolf spider,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
garter snake,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
orange,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
black-and-tan coonhound,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
holster,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
mud turtle,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
monarch,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
marmoset,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
acorn,1,forest,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0
walking stick,17,forest,94.12,0,0.0,16,94.12,1,5.88,0,0.0,0,0.0,0,0.0
warthog,15,forest,93.33,0,0.0,14,93.33,0,0.0,1,6.67,0,0.0,0,0.0
wild boar,15,forest,93.33,0,0.0,14,93.33,0,0.0,1,6.67,0,0.0,0,0.0
cardoon,14,forest,92.86,0,0.0,13,92.86,0,0.0,0,0.0,1,7.14,0,0.0
peacock,14,forest,92.86,0,0.0,13,92.86,0,0.0,0,0.0,1,7.14,0,0.0
gazelle,14,forest,92.86,0,0.0,13,92.86,0,0.0,0,0.0,1,7.14,0,0.0
tusker,41,forest,92.68,0,0.0,38,92.68,0,0.0,2,4.88,0,0.0,1,2.44
ear,27,forest,92.59,1,3.7,25,92.59,0,0.0,0,0.0,1,3.7,0,0.0
European gallinule,13,forest,92.31,0,0.0,12,92.31,1,7.69,0,0.0,0,0.0,0,0.0
orangutan,12,forest,91.67,0,0.0,11,91.67,0,0.0,1,8.33,0,0.0,0,0.0
siamang,12,forest,91.67,0,0.0,11,91.67,0,0.0,0,0.0,0,0.0,1,8.33
buckeye,12,forest,91.67,0,0.0,11,91.67,1,8.33,0,0.0,0,0.0,0,0.0
macaw,12,forest,91.67,0,0.0,11,91.67,0,0.0,0,0.0,0,0.0,1,8.33
wallaby,12,forest,91.67,0,0.0,11,91.67,0,0.0,1,8.33,0,0.0,0,0.0
yellow lady's slipper,12,forest,91.67,0,0.0,11,91.67,0,0.0,0,0.0,1,8.33,0,0.0
spider monkey,23,forest,91.3,0,0.0,21,91.3,0,0.0,0,0.0,0,0.0,2,8.7
limpkin,10,forest,90.0,0,0.0,9,90.0,1,10.0,0,0.0,0,0.0,0,0.0
lorikeet,10,forest,90.0,0,0.0,9,90.0,0,0.0,1,10.0,0,0.0,0,0.0
croquet ball,9,forest,88.89,0,0.0,8,88.89,0,0.0,0,0.0,0,0.0,1,11.11
cucumber,9,forest,88.89,0,0.0,8,88.89,0,0.0,1,11.11,0,0.0,0,0.0
bulbul,9,forest,88.89,0,0.0,8,88.89,1,11.11,0,0.0,0,0.0,0,0.0
American black bear,42,forest,88.1,0,0.0,37,88.1,2,4.76,3,7.14,0,0.0,0,0.0
little blue heron,16,forest,87.5,0,0.0,14,87.5,0,0.0,0,0.0,2,12.5,0,0.0
sea urchin,14,forest,85.71,0,0.0,12,85.71,0,0.0,2,14.29,0,0.0,0,0.0
custard apple,7,forest,85.71,0,0.0,6,85.71,0,0.0,1,14.29,0,0.0,0,0.0
coral fungus,14,forest,85.71,0,0.0,12,85.71,2,14.29,0,0.0,0,0.0,0,0.0
hartebeest,20,forest,85.0,0,0.0,17,85.0,0,0.0,2,10.0,1,5.0,0,0.0
colobus,13,forest,84.62,0,0.0,11,84.62,0,0.0,2,15.38,0,0.0,0,0.0
green mamba,6,forest,83.33,0,0.0,5,83.33,0,0.0,0,0.0,1,16.67,0,0.0
zucchini,6,forest,83.33,0,0.0,5,83.33,0,0.0,1,16.67,0,0.0,0,0.0
wood rabbit,12,forest,83.33,0,0.0,10,83.33,1,8.33,0,0.0,1,8.33,0,0.0
hatchet,6,forest,83.33,0,0.0,5,83.33,0,0.0,0,0.0,1,16.67,0,0.0
porcupine,17,forest,82.35,0,0.0,14,82.35,1,5.88,2,11.76,0,0.0,0,0.0
sloth bear,11,forest,81.82,0,0.0,9,81.82,0,0.0,2,18.18,0,0.0,0,0.0
Indian elephant,16,forest,81.25,0,0.0,13,81.25,0,0.0,1,6.25,0,0.0,2,12.5
spider web,21,forest,80.95,0,0.0,17,80.95,0,0.0,1,4.76,1,4.76,2,9.52
chime,46,forest,80.43,5,10.87,37,80.43,1,2.17,0,0.0,0,0.0,3,6.52
wine bottle,5,forest,80.0,1,20.0,4,80.0,0,0.0,0,0.0,0,0.0,0,0.0
cuirass,5,forest,80.0,1,20.0,4,80.0,0,0.0,0,0.0,0,0.0,0,0.0
indigo bunting,5,forest,80.0,1,20.0,4,80.0,0,0.0,0,0.0,0,0.0,0,0.0
sea anemone,5,forest,80.0,0,0.0,4,80.0,0,0.0,1,20.0,0,0.0,0,0.0
pinwheel,5,forest,80.0,0,0.0,4,80.0,1,20.0,0,0.0,0,0.0,0,0.0
grey fox,5,forest,80.0,0,0.0,4,80.0,0,0.0,1,20.0,0,0.0,0,0.0
stinkhorn,5,forest,80.0,0,0.0,4,80.0,1,20.0,0,0.0,0,0.0,0,0.0
Komodo dragon,5,forest,80.0,0,0.0,4,80.0,0,0.0,1,20.0,0,0.0,0,0.0
water buffalo,24,forest,79.17,0,0.0,19,79.17,0,0.0,1,4.17,4,16.67,0,0.0
oxcart,47,forest,78.72,0,0.0,37,78.72,0,0.0,0,0.0,2,4.26,8,17.02
echidna,14,forest,78.57,0,0.0,11,78.57,0,0.0,3,21.43,0,0.0,0,0.0
rapeseed,23,forest,78.26,0,0.0,18,78.26,0,0.0,1,4.35,1,4.35,3,13.04
coucal,9,forest,77.78,0,0.0,7,77.78,0,0.0,2,22.22,0,0.0,0,0.0
bison,45,forest,75.56,0,0.0,34,75.56,5,11.11,5,11.11,1,2.22,0,0.0
jersey,8,forest,75.0,0,0.0,6,75.0,1,12.5,1,12.5,0,0.0,0,0.0
crane bird,12,forest,75.0,0,0.0,9,75.0,3,25.0,0,0.0,0,0.0,0,0.0
flamingo,4,forest,75.0,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0
coyote,8,forest,75.0,0,0.0,6,75.0,2,25.0,0,0.0,0,0.0,0,0.0
giant panda,4,forest,75.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0
mongoose,4,forest,75.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0
langur,8,forest,75.0,0,0.0,6,75.0,1,12.5,0,0.0,0,0.0,1,12.5
titi,4,forest,75.0,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0
toy terrier,4,forest,75.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0
English foxhound,4,forest,75.0,0,0.0,3,75.0,0,0.0,0,0.0,1,25.0,0,0.0
European fire salamander,4,forest,75.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0
wombat,4,forest,75.0,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0
American egret,15,forest,73.33,0,0.0,11,73.33,3,20.0,0,0.0,1,6.67,0,0.0
lawn mower,15,forest,73.33,0,0.0,11,73.33,1,6.67,0,0.0,0,0.0,3,20.0
tench,7,forest,71.43,0,0.0,5,71.43,1,14.29,0,0.0,0,0.0,1,14.29
park bench,196,forest,70.92,13,6.63,139,70.92,8,4.08,9,4.59,4,2.04,23,11.73
birdhouse,27,forest,70.37,7,25.93,19,70.37,0,0.0,0,0.0,0,0.0,1,3.7
pot,47,forest,70.21,3,6.38,33,70.21,0,0.0,1,2.13,3,6.38,7,14.89
bald eagle,10,forest,70.0,0,0.0,7,70.0,3,30.0,0,0.0,0,0.0,0,0.0
head cabbage,26,forest,69.23,0,0.0,18,69.23,4,15.38,4,15.38,0,0.0,0,0.0
overskirt,16,forest,68.75,0,0.0,11,68.75,2,12.5,0,0.0,3,18.75,0,0.0
shower curtain,37,forest,67.57,3,8.11,25,67.57,8,21.62,1,2.7,0,0.0,0,0.0
beer bottle,6,forest,66.67,1,16.67,4,66.67,0,0.0,0,0.0,0,0.0,1,16.67
totem pole,24,forest,66.67,4,16.67,16,66.67,0,0.0,1,4.17,0,0.0,3,12.5
flute,9,forest,66.67,0,0.0,6,66.67,1,11.11,0,0.0,0,0.0,2,22.22
hornbill,3,forest,66.67,0,0.0,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0
polecat,3,forest,66.67,0,0.0,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0
bustard,3,forest,66.67,0,0.0,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0
hip,6,forest,66.67,0,0.0,4,66.67,2,33.33,0,0.0,0,0.0,0,0.0
skunk,9,forest,66.67,1,11.11,6,66.67,1,11.11,1,11.11,0,0.0,0,0.0
Weimaraner,3,forest,66.67,0,0.0,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0
harvestman,3,forest,66.67,0,0.0,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0
lycaenid,3,forest,66.67,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,0,0.0
tiger,3,forest,66.67,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,0,0.0
vase,3,forest,66.67,0,0.0,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0
lynx,6,forest,66.67,0,0.0,4,66.67,1,16.67,1,16.67,0,0.0,0,0.0
ballpoint,3,forest,66.67,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33
alligator lizard,3,forest,66.67,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33
fox squirrel,6,forest,66.67,0,0.0,4,66.67,2,33.33,0,0.0,0,0.0,0,0.0
worm fence,577,forest,65.86,78,13.52,380,65.86,2,0.35,44,7.63,18,3.12,55,9.53
hen-of-the-woods,49,forest,65.31,0,0.0,32,65.31,9,18.37,6,12.24,2,4.08,0,0.0
stone wall,292,forest,65.07,5,1.71,190,65.07,22,7.53,64,21.92,3,1.03,8,2.74
swing,97,forest,63.92,1,1.03,62,63.92,4,4.12,7,7.22,2,2.06,21,21.65
hare,11,forest,63.64,0,0.0,7,63.64,2,18.18,1,9.09,1,9.09,0,0.0
vulture,11,forest,63.64,0,0.0,7,63.64,3,27.27,1,9.09,0,0.0,0,0.0
cloak,57,forest,63.16,1,1.75,36,63.16,10,17.54,4,7.02,1,1.75,5,8.77
horizontal bar,19,forest,63.16,0,0.0,12,63.16,1,5.26,0,0.0,0,0.0,6,31.58
earthstar,8,forest,62.5,0,0.0,5,62.5,1,12.5,2,25.0,0,0.0,0,0.0
apiary,41,forest,60.98,4,9.76,25,60.98,4,9.76,5,12.2,0,0.0,3,7.32
mountain bike,461,forest,60.95,0,0.0,281,60.95,13,2.82,136,29.5,1,0.22,30,6.51
maypole,60,forest,60.0,7,11.67,36,60.0,2,3.33,0,0.0,2,3.33,13,21.67
milk can,5,forest,60.0,0,0.0,3,60.0,0,0.0,1,20.0,0,0.0,1,20.0
kite,15,forest,60.0,0,0.0,9,60.0,6,40.0,0,0.0,0,0.0,0,0.0
zebra,5,forest,60.0,0,0.0,3,60.0,1,20.0,1,20.0,0,0.0,0,0.0
African elephant,5,forest,60.0,0,0.0,3,60.0,0,0.0,2,40.0,0,0.0,0,0.0
ostrich,5,forest,60.0,1,20.0,3,60.0,0,0.0,1,20.0,0,0.0,0,0.0
mushroom,5,forest,60.0,0,0.0,3,60.0,2,40.0,0,0.0,0,0.0,0,0.0
black stork,10,forest,60.0,0,0.0,6,60.0,3,30.0,0,0.0,1,10.0,0,0.0
